target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,130000,0,0,2,1.9267921147,46.891661052,7.2094692717,0,0,1.8642637922,77782
0,2NDFL,advanced,,19501,0,0,0,,30.126948125,3.9153005464,0,0,8.8831125084,77785
0,OTHER,elementary,,120000,0,0,0,0.2504480287,41.933483045,1.1937570177,0,0,9.4540309903,77796
0,2NDFL,advanced,,9135,0,0,0,35.18140681,48.115068493,1.5726027397,0,0,2.9643835616,77797
0,2NDFL,advanced,,34107,0,0,,,28.435242159,6.854420241,,,2.9667490082,77798
0,OTHER,elementary,Corporate,79539,0,1,1,0.3079301075,34.446380717,9.6573396212,0,0,9.3011752377,77804
0,2NDFL,elementary,,,0,1,3,0.4760304659,36.087431694,3.5136612022,0,0,1.5089901939,77806
0,2NDFL,elementary,,,0,1,3,0.4760304659,36.087431694,3.5136612022,0,0,1.5089901939,77808
0,2NDFL,elementary,,,0,1,3,0.4760304659,36.087431694,3.5136612022,0,0,1.5089901939,77809
0,2NDFL,advanced,Corporate,92184,0,1,1,0.3712365591,30.416707837,6.0687626319,0,0,9.6112283854,77818
0,2NDFL,advanced,Corporate,92184,0,1,1,0.3712365591,30.416707837,6.0687626319,0,0,9.6112283854,77819
0,OTHER,advanced,Corporate,10619,0,1,,,36.568306011,0.3989071038,,,11.559188562,77822
0,OTHER,elementary,Corporate,47000,0,0,0,1.7626344086,28.243715847,2.597260274,0,0,5.8931506849,77826
0,OTHER,elementary,Corporate,47000,0,0,0,1.7626344086,28.243715847,2.597260274,0,0,5.8931506849,77827
0,OTHER,advanced,,38000,0,0,1,0.440188172,42.542465753,3.1424657534,0,0,9.498630137,77841
0,2NDFL,elementary,,52200,0,0,1,0.4065860215,34.810958904,4.0876712329,0,0,2.0136986301,77844
0,2NDFL,elementary,,52200,0,0,1,0.4065860215,34.810958904,4.0876712329,0,0,2.0136986301,77845
0,2NDFL,elementary,,364134,0,0,1,0.6917786738,54.191780822,12.375342466,1,1,9.1351373606,77846
0,OTHER,advanced,Corporate,47497,0,1,,,26.142091474,1.8900366794,,,5.3256531177,77852
0,OTHER,elementary,,50000,0,0,,,32.715068493,1.2381166255,,,7.0904109589,77853
0,OTHER,advanced,Corporate,35287,0,1,,,28.279452055,4.7287671233,,,7.7561643836,77855
0,2NDFL,elementary,,52200,0,0,0,3.4741039427,28.718579235,0.543715847,0,0,7.1014821469,77861
0,2NDFL,elementary,,118147,0,0,0,8.7547939068,40.235541582,7.7945205479,2,3,3.304109589,77867
0,2NDFL,elementary,,69614,0,0,0,4.3490815412,27.737704918,6.1939217007,0,0,7.7103825137,77889
0,OTHER,elementary,,26000,0,0,0,,40.189041096,12.443169399,0,0,9.1234972678,77891
0,OTHER,elementary,Corporate,120000,0,1,2,0.8200716846,35.523287671,4.1178082192,0,0,11.520547945,77894
0,OTHER,advanced,Corporate,33496,0,1,0,3.2077060932,41.895890411,21.663013699,0,0,9.4767123288,77896
0,OTHER,advanced,Corporate,38000,0,1,1,0.7316308244,36.076712329,1.8,0,0,9.3726027397,77902
0,2NDFL,elementary,,,0,1,1,0.9568100358,29.961643836,5.8438356164,0,0,9.6767123288,77906
0,2NDFL,elementary,,78300,0,0,0,29.853853047,35.143229284,0.8719964069,,,12.581967213,77913
0,OTHER,advanced,,54000,0,0,2,1.0835573477,43.147945205,14.978082192,0,0,12.953671682,77921
0,OTHER,advanced,Corporate,49223,0,1,1,0.2091621864,47.802739726,16.5414028,0,0,2.3150684932,77927
0,2NDFL,elementary,,353505,0,0,0,27.568996416,43.712328767,24.739037353,1,1,10.583561644,77932
0,2NDFL,advanced,Corporate,20011,0,1,1,2.3455421147,48.943453851,13.304109589,0,0,3.6191780822,77934
0,OTHER,high,,50000,0,0,0,19.244959677,27.42334007,3.8142076503,1,1,6.6616962347,77940
0,OTHER,advanced,,60000,0,0,1,0.4733198925,38.018579235,12.218579235,0,0,8.4733737555,77942
0,OTHER,advanced,,60000,0,0,1,0.4733198925,38.018579235,12.218579235,0,0,8.4733737555,77943
0,OTHER,advanced,Corporate,28447,0,1,1,0.7920250896,36.361336926,0.6673478554,0,0,10.810958904,77949
0,OTHER,beginner,,70000,0,0,0,-0.298857527,27.430136986,2.7616438356,1,1,7.0356164384,77952
0,OTHER,advanced,Corporate,27510,0,1,0,43.927195341,29.273209073,8.3636200314,0,0,8.4019761958,77953
0,OTHER,elementary,Corporate,99731,0,1,2,0.832437276,30.234643312,4.106557377,0,0,9.2182049555,77955
0,OTHER,elementary,,50000,0,0,0,,30.21768845,0.3797814208,0,0,9.5656336552,77957
0,OTHER,elementary,Corporate,47690,0,1,0,12.145721326,55.673972603,3.4301369863,1,1,9.8191780822,77958
0,OTHER,elementary,,100000,0,0,0,0.4338933692,47.467168201,10.069907927,0,0,2.3712777903,77969
0,OTHER,elementary,,100000,0,0,0,0.4338933692,47.467168201,10.069907927,0,0,2.3712777903,77970
0,OTHER,advanced,Corporate,40256,0,1,0,4.5030017921,43.174863388,22.120345834,0,0,9.4628115877,77971
0,OTHER,elementary,Corporate,27418,0,1,,,37.778082192,10.906849315,,,12.309589041,77972
0,OTHER,advanced,,50000,0,0,0,0.3722670251,41.124208399,6.8575342466,1,1,10.884931507,77974
0,2NDFL,advanced,,51330,0,0,1,0.5083781362,26.366007935,2.3221723183,0,0,6.2673777977,77983
0,OTHER,elementary,Corporate,41461,0,1,,,27.879781421,1.4379743993,,,6.4927689198,77996
0,2NDFL,advanced,,23036,0,0,1,0.5090277778,33.654794521,0.7466352272,0,1,3.5671232877,78000
0,OTHER,advanced,,35000,0,0,2,0.3719086022,33.657534247,5.6712328767,1,1,10.739726027,78004
0,2NDFL,elementary,,73340,0,0,,,53.578082192,14.597260274,,,6.9287671233,78010
0,OTHER,beginner,Corporate,41127,0,1,2,0.9521281362,29.354457669,8.0409836066,0,0,7.9781420765,78012
0,OTHER,advanced,Corporate,22913,0,1,0,20.152016129,43.964480874,1.6914888839,,,8.9325847743,78013
0,OTHER,advanced,,23000,0,0,0,0.8557571685,37.12816079,0.3062429823,0,0,8.7336402425,78017
0,OTHER,elementary,Corporate,80835,0,1,,,29.997260274,6.8493150685,,,9.9863013699,78018
0,2NDFL,elementary,,47872,0,0,1,0.7352598566,37.000733588,1.0362527135,0,0,9.5726027397,78026
0,OTHER,elementary,,40000,0,0,1,0.5313396057,26.459300846,1.8593008459,0,0,6.4236844075,78030
0,OTHER,advanced,Corporate,17941,0,1,0,,26.357781271,1.24819223,0,0,6.1933977094,78033
0,2NDFL,elementary,,15447,0,0,0,22.699507168,29.452054795,0.6347106819,1,1,4.8833445617,78034
0,OTHER,elementary,,60000,0,0,0,0.7643369176,25.276787185,0.4325248896,0,0,5.1811587694,78035
0,OTHER,advanced,,120000,0,0,1,0.5064740143,37.992379669,0.9485440527,0,0,4.3743169399,78038
0,OTHER,elementary,,90000,0,0,1,-0.077217742,47.323287671,5.8082191781,1,1,1.9205479452,78043
0,OTHER,elementary,,30000,0,0,0,4.9588933692,39.326027397,0.197260274,1,1,10.589041096,78044
0,2NDFL,elementary,,65362,0,0,0,,32.500830901,9.9452054795,1,1,11.230136986,78065
0,OTHER,elementary,Corporate,59595,0,1,,,26.378082192,2.2383561644,,,6.3643835616,78070
0,2NDFL,advanced,,44117,0,0,4,-1.111290323,30.975342466,9.2534845423,1,2,9.8219178082,78075
0,OTHER,elementary,Corporate,80460,0,0,1,0.5412634409,26.740646755,0.4453551913,0,0,6.5844823714,78080
0,2NDFL,elementary,,42578,0,0,0,1.4384408602,28.117486339,3.3511041246,0,0,7.29904933,78086
0,2NDFL,elementary,,40032,0,0,0,54.767741935,47.055558051,1.2665169549,,,1.9459690097,78094
0,2NDFL,elementary,Corporate,29195,0,1,,,26.304109589,0.4263567632,,,0.4263567632,78095
0,2NDFL,high,,21764,0,0,0,5.7635976703,26.975342466,3.2575342466,0,0,6.6383561644,78096
0,OTHER,elementary,Corporate,84802,0,1,1,0.5661962366,31.653005464,0.9861067445,0,0,8.9888464705,78103
0,OTHER,advanced,Corporate,24449,0,1,0,29.595945341,42.384160491,16.819776929,0,0,13.156763231,78105
0,OTHER,advanced,,20000,0,0,1,0.478875448,40.057377049,3.9836065574,0,0,10.067175687,78106
0,OTHER,advanced,Corporate,32127,0,1,0,21.66391129,25.364495845,0.2650273224,0,0,5.317920503,78107
0,OTHER,advanced,Corporate,20149,0,1,0,,37.770461861,7.6964892582,0,0,10.304708436,78109
0,OTHER,advanced,Corporate,64549,0,1,1,1.0573924731,28.117486339,2.6713451606,0,0,2.0850437907,78115
0,OTHER,elementary,Corporate,35304,0,1,0,15.411648746,30.471232877,6.6383561644,0,0,7.6630136986,78117
0,OTHER,elementary,Corporate,33917,0,1,1,1.3045250896,32.511348155,1.2072385658,0,0,9.5524440452,78120
0,OTHER,elementary,,45000,0,0,1,1.154547491,27.298630137,0.2191780822,0,0,7.2602739726,78121
0,OTHER,elementary,Corporate,51681,0,1,1,6.6392473118,32.428961749,1.0779624223,0,0,8.6067295456,78127
0,OTHER,elementary,Corporate,80000,0,0,2,0.5099462366,27.816939891,0.8310577139,0,0,6.5762631934,78128
0,2NDFL,advanced,,23963,0,0,0,2.1139560932,35.128767123,2.4356164384,1,1,10.298630137,78129
0,OTHER,elementary,,58500,0,0,0,5.3394937276,31.690523243,2.1480574893,0,0,8.868852459,78131
0,OTHER,elementary,Corporate,52221,0,1,2,0.4700268817,26.071345161,4.2677595628,0,0,5.9097013249,78135
0,2NDFL,elementary,Corporate,15067,0,1,,,27.545317763,0.7103825137,,,3.7699752976,78142
0,2NDFL,elementary,,20010,0,0,1,0.2781810036,51.594520548,2.1315068493,0,0,6.4849315068,78143
0,OTHER,advanced,Corporate,26531,0,1,0,1.1835797491,36.915832023,0.3524590164,0,0,4.1420765027,78154
0,OTHER,elementary,Corporate,74795,0,1,1,0.563015233,45.573845348,11.967213115,0,0,0.4672131148,78168
0,OTHER,advanced,Corporate,28614,0,1,0,6.4395609319,38.326027397,6.2657534247,0,0,13.745205479,78171
0,OTHER,elementary,Corporate,24993,0,1,0,0.7350134409,45.750797215,0.5218579235,0,0,0.5683060109,78180
0,OTHER,advanced,Corporate,20858,0,1,0,25.469399642,32.519425107,11.959016393,0,0,9.4646305861,78182
0,OTHER,advanced,,45000,0,0,0,,48.700007486,7.7890410959,0,0,3.6547945205,78192
0,OTHER,elementary,,44000,0,0,,,36.423894004,0.6129350999,,,6.2074556479,78193
0,OTHER,elementary,,50000,0,0,2,0.5349910394,40.610352571,0.5555580508,0,0,8.7281607905,78195
0,OTHER,elementary,,150000,0,0,0,0.5656810036,39.217680964,4.7135713751,0,0,8.9354891833,78199
0,OTHER,elementary,,150000,0,0,0,0.5656810036,39.217680964,4.7135713751,0,0,8.9354891833,78201
0,2NDFL,elementary,,41441,0,0,0,0.6633064516,43.124702448,0.5767572423,1,1,7.9644808743,78204
0,OTHER,elementary,Corporate,35321,0,1,,,26.655715248,1.8064001797,,,6.5214686728,78208
0,OTHER,elementary,,220000,0,0,0,0.413687276,44.390710383,1.4945729471,1,1,10.135668837,78210
0,OTHER,elementary,,220000,0,0,0,0.413687276,44.390710383,1.4945729471,1,1,10.135668837,78213
0,OTHER,advanced,Corporate,19323,0,1,,,44.767886818,9.1404895576,,,9.3541881877,78225
0,OTHER,advanced,Corporate,31824,0,0,1,-0.684923835,36.44109589,2.9726027397,1,1,9.8520547945,78227
0,OTHER,high,,50000,0,0,0,7.5349910394,28.900239539,1.3647204132,1,1,6.7315068493,78231
0,OTHER,advanced,Corporate,11982,0,1,,,37.079976046,0.3586645707,,,8.3313421663,78236
0,OTHER,advanced,Corporate,20414,0,1,1,1.4720878136,41.183561644,2.9561643836,0,0,12.51940265,78237
0,OTHER,elementary,Corporate,47751,0,1,,,30.715068493,0.8684931507,,,10.693150685,78241
0,2NDFL,advanced,Corporate,84068,0,1,1,0.6302867384,33.367707164,8.5382513661,1,1,9.8444194925,78248
0,OTHER,elementary,Corporate,43730,0,1,0,0.4762544803,26.410958904,1.2713227038,0,0,5.3178082192,78252
0,OTHER,elementary,Corporate,64482,0,1,0,1.5424955197,26.945205479,4.6374429224,0,0,6.0520547945,78255
0,OTHER,advanced,Corporate,11908,0,1,0,,30.036537166,0.4508196721,,,1.5050303166,78257
0,2NDFL,elementary,,70877,0,0,,,38.926027397,1.0262893929,,,12.350684932,78260
0,OTHER,elementary,Corporate,45000,0,1,2,0.4069444444,31.843835616,2.0328767123,0,0,4.1616213788,78267
0,OTHER,elementary,Corporate,45000,0,1,2,0.4069444444,31.843835616,2.0328767123,0,0,4.1616213788,78268
0,OTHER,elementary,Corporate,45781,0,1,0,1350.5688172,25.866996033,0.9656261696,0,0,5.7300097313,78269
0,OTHER,advanced,Corporate,21728,0,1,1,1.5728270609,36.415846995,1.9808219178,0,0,7.3205479452,78270
0,2NDFL,elementary,,73341,0,0,0,2.5415546595,40.926963096,18.687671233,3,3,9.3698630137,78273
0,OTHER,elementary,,90000,0,0,1,4.2509856631,33.745205479,0.9486338798,0,1,8.8967213115,78275
0,OTHER,elementary,Corporate,77197,0,1,2,0.4712365591,39.117486339,4.3230930459,0,0,3.2021857923,78279
0,OTHER,elementary,Corporate,77197,0,1,2,0.4712365591,39.117486339,4.3230930459,0,0,3.2021857923,78280
0,2NDFL,elementary,,,0,1,5,0.405062724,42.359323303,11.022337001,0,0,10.614117823,78289
0,2NDFL,elementary,,,0,1,5,0.405062724,42.359323303,11.022337001,0,0,10.614117823,78293
0,2NDFL,elementary,,,0,1,5,0.405062724,42.359323303,11.022337001,0,0,10.614117823,78294
0,OTHER,elementary,,50000,0,0,0,27.956294803,31.819672131,4.0519125683,1,1,8.7254210645,78296
0,2NDFL,elementary,,41791,0,0,,,26.589041096,1.6849315068,,,6.5287671233,78298
0,OTHER,elementary,,90000,0,0,0,0.9166218638,39.016438356,10.991780822,1,1,9.5342465753,78309
0,2NDFL,elementary,,43242,0,0,0,10.120094086,33.487671233,9.6410958904,1,1,9.7315068493,78312
0,OTHER,elementary,Corporate,38835,0,1,0,32,28.633954637,0.6695710757,0,0,8.393442623,78317
0,OTHER,elementary,,60000,0,0,0,8.0801747312,28.938955012,2.0348454226,0,0,8.6321056965,78321
0,OTHER,elementary,,50000,0,0,0,-0.075985663,42.994520548,2.2821917808,1,1,5.4638745415,78325
0,2NDFL,advanced,,65300,0,0,1,0.9530017921,28.156164384,3.8794520548,1,1,0.1671232877,78331
0,2NDFL,advanced,,32951,0,0,,,48.183561644,4.9683584101,,,2.3452054795,78335
0,OTHER,elementary,Corporate,180797,0,1,1,0.2517473118,37.231761359,7.0728572498,0,0,6.097514784,78336
0,2NDFL,advanced,,,0,0,0,0.8597446237,43.149921401,1.5033460588,0,0,9.9499214013,78340
0,OTHER,elementary,Corporate,43786,0,1,1,0.5326836918,33.816438356,0.9374354368,0,0,9.701369863,78341
0,2NDFL,elementary,,31354,0,0,2,0.1875224014,27.791780822,1.8821917808,0,0,7.3232876712,78347
0,OTHER,elementary,Corporate,69145,0,1,1,0.7944892473,36.494535519,9.3622426828,0,0,11.025256381,78353
0,OTHER,elementary,Corporate,69145,0,1,1,0.7944892473,36.494535519,9.3622426828,0,0,11.025256381,78355
0,OTHER,elementary,,50000,0,0,1,1.1455421147,51.165798338,0.5685380642,0,0,5.9548394341,78357
0,2NDFL,elementary,,43705,0,0,0,12.599327957,40.672685081,6.202739726,0,0,10.945205479,78359
0,OTHER,advanced,Corporate,37935,0,1,0,1.5024417563,26.978082192,2.5315068493,1,1,2.2438356164,78363
0,OTHER,advanced,Corporate,26622,0,1,0,4.3459677419,30.272647653,5.1548394341,0,0,8.8068942286,78366
0,2NDFL,advanced,,19949,0,0,1,1.1807123656,27.447338873,4.9898046261,0,0,5.2007635302,78375
0,2NDFL,elementary,,15330,0,0,,,28.030136986,1.4904109589,,,7.8328767123,78383
0,OTHER,elementary,,60000,0,0,0,55.767764337,28.809297103,1.1928587469,,,8.4371584699,78395
0,2NDFL,beginner,Corporate,103571,0,1,4,0.6663530466,34.26189086,0.2158469945,0,0,9.1906579834,78398
0,OTHER,elementary,,15000,0,0,,,44.290029194,2.7859196048,,,1.5667415226,78406
0,OTHER,advanced,,30000,0,0,1,1.1191532258,52.435234673,3.7240437158,0,0,6.9201661801,78408
0,OTHER,elementary,,45000,0,0,0,7.3791666667,28.847338873,0.4672131148,0,0,8.5464480874,78411
0,OTHER,elementary,Corporate,26721,0,1,1,1.6295250896,48.342263642,0.5669211767,0,0,3.3005464481,78413
0,OTHER,advanced,Corporate,17542,0,1,1,0.9566532258,40.948087432,0.9398907104,1,1,10.490523243,78414
0,OTHER,elementary,,60000,0,0,0,1.7277329749,35.701369863,6.8328767123,1,1,0.1863013699,78420
0,OTHER,elementary,Corporate,55871,0,1,0,,41.83588592,0.3415300546,0,0,7.6468448237,78422
0,OTHER,elementary,Corporate,16914,0,1,0,2.5063396057,47.124208399,5.7488659331,1,1,1.9598248372,78424
0,OTHER,elementary,,50000,0,0,1,1.178203405,43.435616438,2.5342465753,0,0,9.1810689423,78433
0,OTHER,elementary,,70000,0,0,2,0.309453405,43.841530055,14.056037129,0,0,9.3519275395,78436
0,OTHER,elementary,,70000,0,0,2,0.309453405,43.841530055,14.056037129,0,0,9.3519275395,78437
0,OTHER,elementary,,40000,0,0,0,2.1791442652,50.97260274,16.404790778,0,0,5.597260274,78463
0,OTHER,elementary,,40000,0,0,0,2.1791442652,50.97260274,16.404790778,0,0,5.597260274,78464
0,OTHER,beginner,,500000,0,0,0,18.473947133,58.63588592,11.205748933,0,0,6.0852009881,78468
0,OTHER,elementary,Corporate,28394,0,1,0,,33.949921401,1.0321131821,,,10.506085785,78475
0,OTHER,advanced,Corporate,29701,0,1,0,15.927576165,40.42916386,20.859300846,0,0,10.28395838,78477
0,2NDFL,elementary,,,0,1,1,1.1104614695,30.483434389,4.9327494573,0,0,2.8149412381,78482
0,OTHER,advanced,Corporate,19314,0,1,0,8.6581541219,48.961254585,7.1037203383,0,0,3.9153005464,78485
0,OTHER,beginner,Corporate,34350,0,1,0,5.4363575269,44.420765027,1.2259001422,0,0,6.4094617861,78487
0,OTHER,elementary,Corporate,113167,0,1,1,1,41.085200988,9.0687626319,0,0,10.589310577,78488
0,2NDFL,advanced,Corporate,17560,0,0,,,30.657534247,0.2383561644,,,10.328767123,78490
0,OTHER,elementary,,85000,0,0,1,1.1480734767,37.627666742,5.1427352347,1,1,0.3715846995,78492
0,OTHER,elementary,,65000,0,0,0,3.6635304659,33.361254585,1.5612545849,0,0,9.0489258178,78498
0,OTHER,elementary,Corporate,41502,0,1,0,,29.389310577,6.9180777004,0,0,8.8032786885,78499
0,OTHER,elementary,Corporate,44954,0,1,0,32.503225806,25.416438356,1.0144022756,0,0,4.7685006363,78500
0,OTHER,advanced,Corporate,32232,0,1,1,1.2148073477,37.209985777,18.689437832,0,0,9.9908076952,78502
0,OTHER,elementary,,45300,0,0,1,0.3749327957,33.402545101,4.7998053747,0,0,4.0874766075,78503
0,OTHER,elementary,Corporate,21061,0,1,0,1.1798611111,40.955558051,3.4726775956,0,0,9.5719964069,78511
0,OTHER,beginner,,103000,0,0,,,25.77260274,2.704109589,,,5.5397260274,78512
0,OTHER,elementary,Corporate,140000,0,1,1,0.7253360215,33.028579984,0.5340444644,2,2,10.339726027,78515
0,OTHER,elementary,Corporate,140000,0,1,1,0.7253360215,33.028579984,0.5340444644,2,2,10.339726027,78516
0,OTHER,elementary,Corporate,140000,0,1,1,0.7253360215,33.028579984,0.5340444644,2,2,10.339726027,78517
0,OTHER,elementary,,60000,0,0,1,0.9209677419,41.980050902,14.119776929,0,0,10.925256381,78522
0,OTHER,beginner,Corporate,414046,0,1,1,0.470094086,34.244906056,6.9435361928,0,0,3.7841530055,78525
0,OTHER,elementary,Corporate,21893,0,1,,,26.306849315,1.7643835616,,,6.2575342466,78529
0,OTHER,elementary,Corporate,38000,0,1,0,0.2519713262,45.922172318,0.5577887566,0,1,0.7221723183,78532
0,OTHER,elementary,Corporate,38000,0,1,0,0.2519713262,45.922172318,0.5577887566,0,1,0.7221723183,78533
0,OTHER,elementary,,16200,0,0,0,3.6938396057,33.605479452,0.4541058462,0,0,9.5068493151,78536
0,OTHER,elementary,,16200,0,0,0,3.6938396057,33.605479452,0.4541058462,0,0,9.5068493151,78537
0,OTHER,elementary,,50000,0,0,0,0.6986783154,31.191780822,5.202739726,0,0,10.62739726,78547
0,OTHER,advanced,Corporate,18095,0,1,0,,28.67514784,2.3890410959,0,0,8.6505576765,78551
0,OTHER,advanced,,40000,0,0,1,0.7971774194,28.399393667,1.182955311,,,8.0573770492,78562
0,OTHER,elementary,,50000,0,0,0,0.7271729391,47.506849315,0.7739651171,1,1,2.4493150685,78565
0,OTHER,elementary,,40000,0,0,,,40.230136986,5.5980462609,,,11.04109589,78566
0,2NDFL,elementary,,20177,0,0,1,2.5702956989,40.188651845,21.542465753,1,1,10.136986301,78571
0,2NDFL,advanced,,22208,0,0,0,16.73561828,46.956583577,0.762295082,1,1,1.7209671383,78583
0,OTHER,advanced,Corporate,31496,0,1,0,6.4713485663,32.407380792,10.101369863,0,0,10.216438356,78595
0,OTHER,elementary,,32000,0,0,0,14.090770609,32.259562842,9.6894378322,0,0,9.2949172842,78596
0,OTHER,elementary,Corporate,52838,0,1,,,25.750797215,2.2932629688,,,1.5425780373,78601
0,OTHER,elementary,Corporate,48502,0,1,,,39.046575342,0.5369863014,,,8.6246575342,78602
0,OTHER,elementary,,35000,0,0,1,0.4709677419,36.139344262,8.1120218579,0,0,3.4038101654,78604
0,OTHER,elementary,Corporate,120000,0,1,2,0.6946236559,39.23894004,2.2060633281,0,0,5.4033236021,78608
0,2NDFL,advanced,,31441,0,0,1,0.6595654122,34.162055543,2.5346582828,0,0,7.3154802006,78610
0,OTHER,elementary,Corporate,114248,0,1,,,25.244112583,1.597260274,,,5.2413803428,78618
0,OTHER,elementary,Corporate,84027,0,1,,,51.079452055,11.079452055,,,6.0684931507,78619
0,OTHER,advanced,,24000,0,0,0,3.1166890681,37.375941313,4.1147540984,1,1,9.9156673404,78620
0,OTHER,advanced,Corporate,25492,0,1,,,38.232876712,0.6705442024,,,6.8767123288,78623
0,OTHER,elementary,,25000,0,0,1,1.1219310036,25.068111386,1.6324949472,0,0,5.0324949472,78628
0,2NDFL,elementary,,27051,0,0,0,1.2145833333,44.62568306,4.3087431694,1,1,8.9596601542,78632
0,OTHER,advanced,Corporate,45604,0,1,1,0.9279121864,26.405748933,0.5464480874,0,0,5.3180777004,78637
0,OTHER,advanced,Corporate,26890,0,1,0,1.1454749104,45.931506849,0.5333557901,1,1,0.8530279213,78638
0,OTHER,elementary,Corporate,76210,0,1,0,1.9197804659,28.038251366,2.5709409387,0,0,7.4449135414,78643
0,OTHER,high,,80000,0,0,,,39.882461262,6.4057489333,,,9.2441050977,78647
0,OTHER,elementary,,35000,0,0,0,2.2504032258,25.969863014,3.8136986301,0,0,5.9123287671,78656
0,OTHER,elementary,,40000,0,0,0,5.8611783154,47.082461262,17.819447563,0,0,2.0304064675,78660
0,OTHER,elementary,Corporate,29864,0,1,1,0.4422043011,27.685200988,0.3169398907,0,0,7.6441050977,78661
0,OTHER,elementary,Corporate,38539,0,1,1,0.342562724,25.547945205,1.8328767123,1,1,5.2662849016,78664
0,OTHER,elementary,Corporate,100986,0,1,0,10.83046595,45.84109589,15.646575342,1,1,0.7477505801,78667
0,OTHER,elementary,Corporate,88987,0,1,0,1.2441980287,34.139726027,7.5506849315,0,0,13.175342466,78673
0,OTHER,elementary,Corporate,50000,0,0,0,62.534655018,36.478142077,12.817853133,,,10.513743544,78675
0,OTHER,advanced,Corporate,30596,0,1,0,7.1514112903,49.646186092,9.7968710233,0,0,3.6448087432,78685
0,2NDFL,elementary,,85721,0,0,1,0.5073476703,34.846575342,1.1024253312,3,3,11.271232877,78691
0,2NDFL,elementary,,35039,0,0,,,25.624807246,1.5701624373,,,2.0767123288,78692
0,OTHER,beginner,Corporate,50895,0,1,0,,26.900247024,2.7851785313,0,0,6.84819223,78693
0,OTHER,elementary,Corporate,35662,0,1,,,28.508316491,1.1726027397,,,7.3424657534,78695
0,2NDFL,elementary,,24694,0,0,,,35.523287671,3.7945205479,,,9.997260274,78697
0,OTHER,elementary,Corporate,58317,0,1,0,72.216890681,38.591780822,6.8356164384,0,0,10.076712329,78707
0,OTHER,advanced,Corporate,20586,0,1,0,,25.614282506,1.7046934651,,,5.5649674377,78710
0,OTHER,advanced,Corporate,36336,0,1,0,19.632616487,50.142465753,15.043835616,1,1,4.9457743843,78713
0,OTHER,advanced,,169600,0,0,0,0.8301523297,38.668493151,2.1479452055,1,1,11.109589041,78716
0,2NDFL,elementary,,,0,1,1,0.2469758065,31.01446216,7.4665169549,0,0,9.2144621603,78718
0,2NDFL,elementary,,,0,1,1,0.2469758065,31.01446216,7.4665169549,0,0,9.2144621603,78719
0,OTHER,elementary,,60000,0,0,,,50.761643836,16.719634703,,,5.6657534247,78723
0,OTHER,elementary,,40000,0,0,,,37.760663223,2.6921700726,,,10.771622127,78726
0,OTHER,advanced,Corporate,70000,0,1,0,0.2788530466,49.789041096,2.9506849315,0,0,4.6971405045,78729
0,2NDFL,elementary,,33446,0,0,,,31.123287671,2.8410958904,,,10.975342466,78732
0,2NDFL,advanced,,47514,0,0,0,0.85609319,38.608219178,1.3785088704,1,1,11.295890411,78736
0,OTHER,advanced,Corporate,32000,0,1,1,0.6310259857,52.867826933,21.624657534,1,1,7.7945205479,78738
0,OTHER,advanced,Corporate,32000,0,1,1,0.6310259857,52.867826933,21.624657534,1,1,7.7945205479,78739
0,OTHER,elementary,Corporate,51015,0,1,0,3.4398297491,34.583561644,0.5472789879,0,0,11.068493151,78744
0,OTHER,elementary,Corporate,28101,0,1,0,2.4397849462,25.206557377,0.6394340894,0,0,5.1928587469,78746
0,OTHER,elementary,,30000,0,0,,,25.631214911,1.198338199,,,0.4453551913,78747
0,2NDFL,elementary,,27203,0,0,,,35.2,11.235616438,,,6.2493150685,78752
0,OTHER,advanced,Corporate,50664,0,1,0,3,30.610958904,4.7282356464,1,1,9.7095890411,78754
0,2NDFL,advanced,,26207,0,0,,,28.992948574,3.9479452055,,,7.9068493151,78759
0,OTHER,elementary,Corporate,132188,0,1,1,0.8931003584,38.709858522,3.4057489333,0,0,10.087940714,78761
0,OTHER,elementary,Corporate,132188,0,1,1,0.8931003584,38.709858522,3.4057489333,0,0,10.087940714,78763
0,OTHER,elementary,,25000,0,0,0,,28.563994311,1.3886518452,0,0,7.9316939891,78765
0,OTHER,elementary,Corporate,51265,0,1,0,25.760304659,31.920547945,2.0794520548,1,1,11.832876712,78770
0,OTHER,elementary,,73864,0,0,0,2.1227374552,26.49765701,1.9250542705,0,0,2.472999476,78774
0,OTHER,elementary,Corporate,22804,0,1,,,27.37260274,0.3694063927,,,7.3205479452,78776
0,OTHER,advanced,,40000,0,0,0,21.243481183,32.96803653,0.1693989071,0,1,8.8365296804,78777
0,2NDFL,advanced,,20100,0,0,,,52.109289617,2.9442248671,,,3.1086084288,78792
0,OTHER,elementary,,60000,0,0,1,0.5689964158,45.917808219,8.6860693166,0,0,0.863664945,78795
0,OTHER,elementary,Corporate,63119,0,1,,,32.208219178,5.8383561644,,,6.7150684932,78803
0,OTHER,elementary,,91000,0,0,1,0.8846102151,36.76087282,6.1197769294,0,0,3.9754098361,78809
0,OTHER,advanced,Corporate,39071,0,1,0,13.084184588,25.64216633,0.237704918,0,0,4.6284676997,78811
